Year,Country,Country Code,Commodity Code,Objectives
2007,Japan,JPN,807,Food safety
2007,Japan,JPN,904,Food safety
2007,Japan,JPN,710,Food safety
2007,Japan,JPN,1212,Food safety
2007,Japan,JPN,906,Food safety
2007,Japan,JPN,201,Food safety
2007,Japan,JPN,708,Food safety
2007,Japan,JPN,805,Food safety
2007,Japan,JPN,1001,Food safety
2007,Japan,JPN,1003,Food safety
2007,Argentina,ARG,6,Plant protection
2007,New Zealand,NZL,106,Animal health
2007,New Zealand,NZL,106,Protect humans from animal/plant pest or disease
2007,New Zealand,NZL,106,Protect territory from other damage from pests
2007,Albania,ALB,104,Food safety
2007,Albania,ALB,104,Animal health
2007,Albania,ALB,104,Protect humans from animal/plant pest or disease
2007,Albania,ALB,102,Food safety
2007,Albania,ALB,102,Animal health
2007,Albania,ALB,102,Protect humans from animal/plant pest or disease
2007,Albania,ALB,511,Food safety
2007,Albania,ALB,511,Animal health
2007,Albania,ALB,511,Protect humans from animal/plant pest or disease
2007,Albania,ALB,104,Animal health
2007,Albania,ALB,104,Protect humans from animal/plant pest or disease
2007,Albania,ALB,105,Food safety
2007,Albania,ALB,105,Animal health
2007,Albania,ALB,105,Protect humans from animal/plant pest or disease
2007,Albania,ALB,102,Food safety
2007,Albania,ALB,102,Animal health
2007,Albania,ALB,102,Protect humans from animal/plant pest or disease
2007,European Union,EEC,204,Animal health
2007,European Union,EEC,204,Protect humans from animal/plant pest or disease
2007,European Union,EEC,2309,Animal health
2007,European Union,EEC,2309,Protect humans from animal/plant pest or disease
2007,European Union,EEC,506,Animal health
2007,European Union,EEC,506,Protect humans from animal/plant pest or disease
2007,European Union,EEC,1602,Animal health
2007,European Union,EEC,1602,Protect humans from animal/plant pest or disease
2007,European Union,EEC,201,Animal health
2007,European Union,EEC,201,Protect humans from animal/plant pest or disease
2007,European Union,EEC,1601,Animal health
2007,European Union,EEC,1601,Protect humans from animal/plant pest or disease
2007,European Union,EEC,504,Animal health
2007,European Union,EEC,504,Protect humans from animal/plant pest or disease
2007,European Union,EEC,210,Animal health
2007,European Union,EEC,210,Protect humans from animal/plant pest or disease
2007,European Union,EEC,206,Animal health
2007,European Union,EEC,206,Protect humans from animal/plant pest or disease
2007,European Union,EEC,1502,Animal health
2007,European Union,EEC,1502,Protect humans from animal/plant pest or disease
2007,European Union,EEC,202,Animal health
2007,European Union,EEC,202,Protect humans from animal/plant pest or disease
2007,Korea  Republic of,KOR,3,Food safety
2007,Korea  Republic of,KOR,2,Food safety
2007,Korea  Republic of,KOR,4,Food safety
2007,Albania,ALB,105,Food safety
2007,Albania,ALB,105,Animal health
2007,Albania,ALB,105,Protect humans from animal/plant pest or disease
2007,Albania,ALB,2309,Food safety
2007,Albania,ALB,2309,Animal health
2007,Albania,ALB,2309,Protect humans from animal/plant pest or disease
2007,Albania,ALB,207,Food safety
2007,Albania,ALB,207,Animal health
2007,Albania,ALB,207,Protect humans from animal/plant pest or disease
2007,Albania,ALB,511,Food safety
2007,Albania,ALB,511,Animal health
2007,Albania,ALB,511,Protect humans from animal/plant pest or disease
2007,Albania,ALB,407,Food safety
2007,Albania,ALB,407,Animal health
2007,Albania,ALB,407,Protect humans from animal/plant pest or disease
2007,European Union,EEC,1001,Food safety
2007,European Union,EEC,1001,Plant protection
2007,European Union,EEC,1003,Food safety
2007,European Union,EEC,1003,Plant protection
2007,European Union,EEC,1005,Food safety
2007,European Union,EEC,1005,Plant protection
2007,European Union,EEC,1207,Food safety
2007,European Union,EEC,1207,Plant protection
2007,European Union,EEC,1210,Food safety
2007,European Union,EEC,1210,Plant protection
2007,European Union,EEC,209,Food safety
2007,European Union,EEC,209,Plant protection
2007,European Union,EEC,204,Food safety
2007,European Union,EEC,204,Plant protection
2007,European Union,EEC,208,Food safety
2007,European Union,EEC,208,Plant protection
2007,European Union,EEC,202,Food safety
2007,European Union,EEC,202,Plant protection
2007,European Union,EEC,7,Food safety
2007,European Union,EEC,7,Plant protection
2007,European Union,EEC,8,Food safety
2007,European Union,EEC,8,Plant protection
2007,European Union,EEC,203,Food safety
2007,European Union,EEC,203,Plant protection
2007,European Union,EEC,1007,Food safety
2007,European Union,EEC,1007,Plant protection
2007,European Union,EEC,1002,Food safety
2007,European Union,EEC,1002,Plant protection
2007,European Union,EEC,201,Food safety
2007,European Union,EEC,201,Plant protection
2007,European Union,EEC,210,Food safety
2007,European Union,EEC,210,Plant protection
2007,European Union,EEC,1205,Food safety
2007,European Union,EEC,1205,Plant protection
2007,European Union,EEC,902,Food safety
2007,European Union,EEC,902,Plant protection
2007,European Union,EEC,1006,Food safety
2007,European Union,EEC,1006,Plant protection
2007,European Union,EEC,1008,Food safety
2007,European Union,EEC,1008,Plant protection
2007,European Union,EEC,206,Food safety
2007,European Union,EEC,206,Plant protection
2007,European Union,EEC,207,Food safety
2007,European Union,EEC,207,Plant protection
2007,European Union,EEC,1004,Food safety
2007,European Union,EEC,1004,Plant protection
2007,European Union,EEC,205,Food safety
2007,European Union,EEC,205,Plant protection
2007,European Union,EEC,709,Food safety
2007,European Union,EEC,1207,Food safety
2007,European Union,EEC,703,Food safety
2007,European Union,EEC,70820,Food safety
2007,European Union,EEC,1201,Food safety
2007,European Union,EEC,81020,Food safety
2007,European Union,EEC,81040,Food safety
2007,European Union,EEC,80910,Food safety
2007,European Union,EEC,80810,Food safety
2007,European Union,EEC,70420,Food safety
2007,European Union,EEC,1206,Food safety
2007,European Union,EEC,80930,Food safety
2007,European Union,EEC,81030,Food safety
2007,Peru,PER,103,Animal health
2007,Peru,PER,104,Animal health
2007,Peru,PER,102,Animal health
2007,Peru,PER,511,Animal health
2007,European Union,EEC,701,Food safety
2007,European Union,EEC,701,Plant protection
2007,European Union,EEC,808,Food safety
2007,European Union,EEC,808,Plant protection
2007,Thailand,THA,6,Plant protection
2007,Thailand,THA,6,Protect territory from other damage from pests
2007,Oman,OMN,1,Animal health
2007,Oman,OMN,1,Protect humans from animal/plant pest or disease
2007,Albania,ALB,407,Food safety
2007,Albania,ALB,407,Animal health
2007,Albania,ALB,407,Protect humans from animal/plant pest or disease
2007,Albania,ALB,207,Food safety
2007,Albania,ALB,207,Animal health
2007,Albania,ALB,207,Protect humans from animal/plant pest or disease
2007,Albania,ALB,2309,Food safety
2007,Albania,ALB,2309,Animal health
2007,Albania,ALB,2309,Protect humans from animal/plant pest or disease
2007,Albania,ALB,105,Food safety
2007,Albania,ALB,105,Animal health
2007,Albania,ALB,105,Protect humans from animal/plant pest or disease
2007,Albania,ALB,511,Food safety
2007,Albania,ALB,511,Animal health
2007,Albania,ALB,511,Protect humans from animal/plant pest or disease
2007,Japan,JPN,302,Food safety
2007,Japan,JPN,303,Food safety
2007,Japan,JPN,304,Food safety
2007,Japan,JPN,306,Food safety
2007,Japan,JPN,307,Food safety
2007,Japan,JPN,701,Food safety
2007,Japan,JPN,702,Food safety
2007,Japan,JPN,703,Food safety
2007,Japan,JPN,704,Food safety
2007,Japan,JPN,705,Food safety
2007,Japan,JPN,706,Food safety
2007,Japan,JPN,707,Food safety
2007,Japan,JPN,708,Food safety
2007,Japan,JPN,709,Food safety
2007,Japan,JPN,713,Food safety
2007,Japan,JPN,714,Food safety
2007,Japan,JPN,801,Food safety
2007,Japan,JPN,802,Food safety
2007,Japan,JPN,803,Food safety
2007,Japan,JPN,804,Food safety
2007,Japan,JPN,805,Food safety
2007,Japan,JPN,806,Food safety
2007,Japan,JPN,807,Food safety
2007,Japan,JPN,808,Food safety
2007,Japan,JPN,809,Food safety
2007,Japan,JPN,810,Food safety
2007,Japan,JPN,814,Food safety
2007,Japan,JPN,901,Food safety
2007,Japan,JPN,902,Food safety
2007,Japan,JPN,903,Food safety
2007,Japan,JPN,904,Food safety
2007,Japan,JPN,905,Food safety
2007,Japan,JPN,906,Food safety
2007,Japan,JPN,907,Food safety
2007,Japan,JPN,908,Food safety
2007,Japan,JPN,909,Food safety
2007,Japan,JPN,910,Food safety
2007,Japan,JPN,1001,Food safety
2007,Japan,JPN,1002,Food safety
2007,Japan,JPN,1003,Food safety
2007,Japan,JPN,1004,Food safety
2007,Japan,JPN,1005,Food safety
2007,Japan,JPN,1007,Food safety
2007,Japan,JPN,1008,Food safety
2007,Japan,JPN,1201,Food safety
2007,Japan,JPN,1202,Food safety
2007,Japan,JPN,1204,Food safety
2007,Japan,JPN,1205,Food safety
2007,Japan,JPN,1206,Food safety
2007,Japan,JPN,1207,Food safety
2007,Japan,JPN,1210,Food safety
2007,Japan,JPN,1211,Food safety
2007,Japan,JPN,1212,Food safety
2007,Colombia,COL,104,Animal health
2007,Colombia,COL,102,Animal health
2007,Colombia,COL,103,Animal health
2007,New Zealand,NZL,81090,Plant protection
2007,Brazil,BRA,103,Animal health
2007,Brazil,BRA,103,Protect humans from animal/plant pest or disease
2007,Brazil,BRA,102,Animal health
2007,Brazil,BRA,102,Protect humans from animal/plant pest or disease
2007,Brazil,BRA,104,Animal health
2007,Brazil,BRA,104,Protect humans from animal/plant pest or disease
2007,Oman,OMN,407,Animal health
2007,Oman,OMN,407,Protect humans from animal/plant pest or disease
2007,Oman,OMN,207,Animal health
2007,Oman,OMN,207,Protect humans from animal/plant pest or disease
2007,Oman,OMN,105,Animal health
2007,Oman,OMN,105,Protect humans from animal/plant pest or disease
2007,Oman,OMN,1063,Animal health
2007,Oman,OMN,1063,Protect humans from animal/plant pest or disease
2007,Oman,OMN,10511,Animal health
2007,Oman,OMN,10511,Protect humans from animal/plant pest or disease
2007,Brazil,BRA,60220,Plant protection
2007,Brazil,BRA,803,Plant protection
2007,Oman,OMN,407,Animal health
2007,Oman,OMN,407,Protect humans from animal/plant pest or disease
2007,Oman,OMN,207,Animal health
2007,Oman,OMN,207,Protect humans from animal/plant pest or disease
2007,Oman,OMN,105,Animal health
2007,Oman,OMN,105,Protect humans from animal/plant pest or disease
2007,Oman,OMN,1063,Animal health
2007,Oman,OMN,1063,Protect humans from animal/plant pest or disease
2007,Oman,OMN,10511,Animal health
2007,Oman,OMN,10511,Protect humans from animal/plant pest or disease
2007,Brazil,BRA,60290,Plant protection
2007,Brazil,BRA,60290,Protect territory from other damage from pests
2007,Japan,JPN,201,Food safety
2007,Japan,JPN,902,Food safety
2007,Japan,JPN,703,Food safety
2007,Japan,JPN,805,Food safety
2007,Japan,JPN,1202,Food safety
2007,Japan,JPN,910,Food safety
2007,Japan,JPN,709,Food safety
2007,Japan,JPN,205,Food safety
2007,Japan,JPN,810,Food safety
2007,Japan,JPN,1205,Food safety
2007,Japan,JPN,907,Food safety
2007,Japan,JPN,206,Food safety
2007,Japan,JPN,1002,Food safety
2007,Japan,JPN,802,Food safety
2007,Japan,JPN,204,Food safety
2007,Japan,JPN,202,Food safety
2007,Japan,JPN,207,Food safety
2007,Japan,JPN,203,Food safety
2007,Japan,JPN,809,Food safety
2007,Japan,JPN,1206,Food safety
2007,Japan,JPN,814,Food safety
2007,Japan,JPN,905,Food safety
2007,Japan,JPN,707,Food safety
2007,Japan,JPN,803,Food safety
2007,Japan,JPN,407,Food safety
2007,Japan,JPN,705,Food safety
2007,Japan,JPN,804,Food safety
2007,Japan,JPN,209,Food safety
2007,Japan,JPN,208,Food safety
2007,Japan,JPN,808,Food safety
2007,Japan,JPN,806,Food safety
2007,Japan,JPN,1001,Food safety
2007,Japan,JPN,401,Food safety
2007,Japan,JPN,408,Food safety
2007,Japan,JPN,1207,Food safety
2007,Japan,JPN,801,Food safety
2007,Japan,JPN,904,Food safety
2007,Japan,JPN,807,Food safety
2007,Japan,JPN,908,Food safety
2007,Japan,JPN,909,Food safety
2007,Japan,JPN,906,Food safety
2007,Japan,JPN,708,Food safety
2007,Japan,JPN,1003,Food safety
2007,United States of America,USA,9022,Food safety
2007,United States of America,USA,902219,Food safety
2007,Brazil,BRA,102,Food safety
2007,Brazil,BRA,102,Animal health
2007,European Union,EEC,4101,Food safety
2007,European Union,EEC,4101,Animal health
2007,European Union,EEC,4101,Protect humans from animal/plant pest or disease
2007,European Union,EEC,505,Food safety
2007,European Union,EEC,505,Animal health
2007,European Union,EEC,505,Protect humans from animal/plant pest or disease
2007,European Union,EEC,210,Food safety
2007,European Union,EEC,210,Animal health
2007,European Union,EEC,210,Protect humans from animal/plant pest or disease
2007,European Union,EEC,1521,Food safety
2007,European Union,EEC,1521,Animal health
2007,European Union,EEC,1521,Protect humans from animal/plant pest or disease
2007,European Union,EEC,1602,Food safety
2007,European Union,EEC,1602,Animal health
2007,European Union,EEC,1602,Protect humans from animal/plant pest or disease
2007,European Union,EEC,208,Food safety
2007,European Union,EEC,208,Animal health
2007,European Union,EEC,208,Protect humans from animal/plant pest or disease
2007,European Union,EEC,4205,Food safety
2007,European Union,EEC,4205,Animal health
2007,European Union,EEC,4205,Protect humans from animal/plant pest or disease
2007,European Union,EEC,3002,Food safety
2007,European Union,EEC,3002,Animal health
2007,European Union,EEC,3002,Protect humans from animal/plant pest or disease
2007,Brazil,BRA,60220,Plant protection
2007,Brazil,BRA,803,Plant protection
2007,Oman,OMN,407,Animal health
2007,Oman,OMN,407,Protect humans from animal/plant pest or disease
2007,Oman,OMN,207,Animal health
2007,Oman,OMN,207,Protect humans from animal/plant pest or disease
2007,Oman,OMN,105,Animal health
2007,Oman,OMN,105,Protect humans from animal/plant pest or disease
2007,Oman,OMN,1063,Animal health
2007,Oman,OMN,1063,Protect humans from animal/plant pest or disease
2007,Oman,OMN,10511,Animal health
2007,Oman,OMN,10511,Protect humans from animal/plant pest or disease
2007,Brazil,BRA,511,Animal health
2007,Costa Rica,CRI,71333,Food safety
2007,Costa Rica,CRI,71333,Protect humans from animal/plant pest or disease
2007,Korea  Republic of,KOR,602,Plant protection
2007,Albania,ALB,2,Food safety
2007,Albania,ALB,2,Animal health
2007,Albania,ALB,2,Protect humans from animal/plant pest or disease
2007,Albania,ALB,4,Food safety
2007,Albania,ALB,4,Animal health
2007,Albania,ALB,4,Protect humans from animal/plant pest or disease
2007,Peru,PER,103,Animal health
2007,Peru,PER,104,Animal health
2007,Peru,PER,102,Animal health
2007,Peru,PER,204,Animal health
2007,Peru,PER,203,Animal health
2007,Peru,PER,201,Animal health
2007,Peru,PER,511,Animal health
2007,Philippines,PHL,30559,Food safety
2007,Philippines,PHL,30379,Food safety
2007,Philippines,PHL,30420,Food safety
2007,Philippines,PHL,30490,Food safety
2007,Philippines,PHL,121220,Food safety
2007,Philippines,PHL,30379,Food safety
2007,Philippines,PHL,30420,Food safety
2007,Korea  Republic of,KOR,6,Plant protection
2007,Korea  Republic of,KOR,7,Plant protection
2007,Korea  Republic of,KOR,8,Plant protection
2007,Costa Rica,CRI,3,Food safety
