"","Country.Name","Country.Code","Year","Commodity.Code","Weighted.Average","contig","distw","Trade.Value..US..","Animal.health","Consumer.information","Cost.saving","Food.safety","Harmonization","Labelling","Lower.barriers.to.trade","National.security.requirements","Not.specified","Other","Plant.protection","Prevention.of.deceptive.practices.and.consumer.protection","Protect.humans.from.animal.plant.pest.or.disease","Protect.territory.from.other.damage.from.pests","Protection.of.animal.or.plant.life.or.health","Protection.of.Human.health.or.Safety","Protection.of.the.environment","Quality.requirements","ln_PIB","ln_Tariff","ln_Export"
"21","Armenia","ARM",2007,10,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"22","Armenia","ARM",2007,10,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"23","Armenia","ARM",2007,10,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"24","Armenia","ARM",2007,12,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"25","Armenia","ARM",2007,12,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"26","Armenia","ARM",2007,12,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"27","Armenia","ARM",2007,12,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"28","Armenia","ARM",2007,12,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"29","Armenia","ARM",2007,12,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"30","Armenia","ARM",2007,12,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"31","Armenia","ARM",2007,12,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"32","Armenia","ARM",2007,12,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"33","Armenia","ARM",2007,12,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"34","Armenia","ARM",2007,12,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"35","Armenia","ARM",2007,12,10,0,"11270.88",13132600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"36","Armenia","AUS",2007,2,10,0,"11270.88",13132600,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22.9431540539527,2.39789527279837,16.3906082464776
"37","Australia","AUS",2007,4,0,0,"14046.75",149983,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27.4721421783165,0,11.9182772333224
"38","Australia","AUS",2007,6,0,0,"14046.75",149983,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27.4721421783165,0,11.9182772333224
"39","Australia","AUS",2007,7,0,0,"14046.75",149983,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27.4721421783165,0,11.9182772333224
"40","Australia","AUS",2007,8,0,0,"14046.75",864526,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27.4721421783165,0,13.6699366588412
"41","Australia","AUS",2007,12,0.38,0,"14046.75",2617680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4721421783165,0.322083499169113,14.7777989872707
"42","Australia","AUS",2007,15,3.18,0,"14046.75",2530873,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"43","Australia","BRA",2007,1,3.18,0,"14046.75",2530873,2,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"44","Australia","BRA",2007,6,3.18,0,"14046.75",2530873,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"45","Australia","BRA",2007,10,3.18,0,"14046.75",2530873,6,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"46","Australia","BRA",2007,10,3.18,0,"14046.75",2530873,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"47","Australia","BRA",2007,10,3.18,0,"14046.75",2530873,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"48","Australia","BRA",2007,10,3.18,0,"14046.75",2530873,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"49","Australia","BRA",2007,10,3.18,0,"14046.75",2530873,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"50","Australia","BRA",2007,10,3.18,0,"14046.75",2530873,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"51","Australia","BRA",2007,12,3.18,0,"14046.75",2530873,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"52","Australia","BRA",2007,12,3.18,0,"14046.75",2530873,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"53","Australia","BRA",2007,12,3.18,0,"14046.75",2530873,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"54","Australia","BRA",2007,10,3.18,0,"14046.75",2530873,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"55","Australia","BRA",2007,12,3.18,0,"14046.75",2530873,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27.4721421783165,1.43031124653666,14.744074860473
"56","Canada","CAN",2007,6,1.75,0,"8458.686",638964,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28.0128607884509,1.01160091167848,13.3676033937445
"57","Canada","CAN",2007,10,0,0,"8458.686",35287,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0128607884509,0,10.4712699031379
"58","Canada","CAN",2007,12,0,0,"8458.686",45210,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.0128607884509,0,10.7190735802887
"59","Switzerland","CHE",2007,9,0,0,"8969.549",11623564,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26.8968714291667,0,16.2685449749259
"60","Switzerland","CHE",2007,15,0,0,"8969.549",17716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8968714291667,0,9.78222346504309
"61","Chile","CHL",2007,2,6,0,"3196.1",19316177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8800540174945,1.94591014905531,16.7764534893215
"62","Chile","CHL",2007,6,6,0,"3196.1",223928,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.8800540174945,1.94591014905531,12.3190798505965
"63","Chile","CHL",2007,12,6,0,"3196.1",1848901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.8800540174945,1.94591014905531,14.4301019664804
"64","Chile","CHL",2007,14,6,0,"3196.1",2663,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.8800540174945,1.94591014905531,7.88720858581393
"65","Chile","CHL",2007,10,6,0,"3196.1",250853,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.8800540174945,1.94591014905531,12.4326223891791
"66","Chile","CHL",2007,12,6,0,"3196.1",1848901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.8800540174945,1.94591014905531,14.4301019664804
"67","Chile","CHL",2007,12,6,0,"3196.1",1848901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.8800540174945,1.94591014905531,14.4301019664804
"68","Chile","CHL",2007,12,6,0,"3196.1",1848901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.8800540174945,1.94591014905531,14.4301019664804
"69","Chile","CHL",2007,12,6,0,"3196.1",1848901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.8800540174945,1.94591014905531,14.4301019664804
"70","China","CHN",2007,11,19.77,0,"17235.78",1025825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8980651725777,3.03350963788802,13.8410077248628
"71","Colombia","COL",2007,1,5,1,"4305.874",841616,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26.0497179859869,1.79175946922805,13.6430791321917
"72","Colombia","COL",2007,2,5,1,"4305.874",841616,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,26.0497179859869,1.79175946922805,13.6430791321917
"73","Colombia","COL",2007,4,18.84,1,"4305.874",437887,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26.0497179859869,2.98770010185673,12.9897161652056
"74","Colombia","COL",2007,6,5,1,"4305.874",131,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26.0497179859869,1.79175946922805,4.87519732320115
"75","Colombia","COL",2007,10,5.07,1,"4305.874",1086383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0497179859869,1.80335860507141,13.8983643876524
"76","Colombia","COL",2007,10,5.07,1,"4305.874",1086383,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0497179859869,1.80335860507141,13.8983643876524
"77","Colombia","COL",2007,10,5.07,1,"4305.874",1086383,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0497179859869,1.80335860507141,13.8983643876524
"78","Colombia","COL",2007,10,5.07,1,"4305.874",1086383,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0497179859869,1.80335860507141,13.8983643876524
"79","Colombia","COL",2007,10,5.07,1,"4305.874",1086383,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0497179859869,1.80335860507141,13.8983643876524
"80","Colombia","COL",2007,10,5.07,1,"4305.874",1086383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0497179859869,1.80335860507141,13.8983643876524
"81","Costa Rica","CRI",2007,1,9,0,"5368.428",1200,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"82","Costa Rica","CRI",2007,3,9,0,"5368.428",1200,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"83","Costa Rica","CRI",2007,10,9,0,"5368.428",1200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"84","Costa Rica","EEC",2007,4,9,0,"5368.428",1200,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"85","Costa Rica","EEC",2007,6,9,0,"5368.428",1200,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"86","Costa Rica","EEC",2007,7,9,0,"5368.428",1200,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"87","Costa Rica","EEC",2007,8,9,0,"5368.428",1200,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"88","Costa Rica","EEC",2007,12,9,0,"5368.428",1200,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"89","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"90","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"91","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"92","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"93","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"94","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"95","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"96","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"97","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"98","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"99","Costa Rica","EEC",2007,12,9,0,"5368.428",1200,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"100","Costa Rica","EEC",2007,12,9,0,"5368.428",1200,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"101","Costa Rica","EEC",2007,12,9,0,"5368.428",1200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"102","Costa Rica","EEC",2007,12,9,0,"5368.428",1200,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"103","Costa Rica","EEC",2007,12,9,0,"5368.428",1200,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"104","Costa Rica","EEC",2007,15,9,0,"5368.428",1200,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"105","Costa Rica","EEC",2007,15,9,0,"5368.428",1200,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"106","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"107","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"108","Costa Rica","EEC",2007,10,9,0,"5368.428",1200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"109","Costa Rica","EEC",2007,12,9,0,"5368.428",1200,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"110","Costa Rica","HKG",2007,10,9,0,"5368.428",1200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"111","Costa Rica","HND",2007,2,9,0,"5368.428",1200,3,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"112","Costa Rica","HND",2007,3,9,0,"5368.428",1200,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"113","Costa Rica","HND",2007,4,9,0,"5368.428",1200,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"114","Costa Rica","HND",2007,6,9,0,"5368.428",1200,1,0,0,1,0,0,0,0,0,0,4,0,1,4,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"115","Costa Rica","HND",2007,7,9,0,"5368.428",1200,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"116","Costa Rica","HND",2007,8,9,0,"5368.428",1200,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"117","Costa Rica","HND",2007,12,9,0,"5368.428",1200,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"118","Costa Rica","HND",2007,10,9,0,"5368.428",1200,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"119","Costa Rica","HND",2007,10,9,0,"5368.428",1200,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"120","Costa Rica","HND",2007,10,9,0,"5368.428",1200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"121","Costa Rica","IDN",2007,7,9,0,"5368.428",1200,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"122","Costa Rica","IDN",2007,10,9,0,"5368.428",1200,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"123","Costa Rica","IDN",2007,10,9,0,"5368.428",1200,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"124","Costa Rica","IDN",2007,10,9,0,"5368.428",1200,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24.0095749601933,2.30258509299405,7.09007683577609
"125","India","IND",2007,10,25,0,"13949.72",10525764,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8271925205379,3.25809653802148,16.1693365239719
"126","India","IND",2007,10,25,0,"13949.72",10525764,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8271925205379,3.25809653802148,16.1693365239719
"127","India","IND",2007,10,25,0,"13949.72",10525764,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8271925205379,3.25809653802148,16.1693365239719
"128","Japan","JPN",2007,10,0.47,0,"17981.98",10125356,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.1384848867803,0.385262400790645,16.1305533308326
"129","Japan","JPN",2007,10,0.47,0,"17981.98",10125356,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.385262400790645,16.1305533308326
"130","Japan","JPN",2007,10,0.47,0,"17981.98",10125356,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.385262400790645,16.1305533308326
"131","Japan","JPN",2007,10,0.47,0,"17981.98",10125356,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.385262400790645,16.1305533308326
"132","Japan","JPN",2007,10,0.47,0,"17981.98",10125356,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.385262400790645,16.1305533308326
"133","Japan","JPN",2007,10,0.47,0,"17981.98",10125356,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.385262400790645,16.1305533308326
"134","Japan","JPN",2007,10,0.47,0,"17981.98",10125356,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.385262400790645,16.1305533308326
"135","Japan","JPN",2007,10,0.47,0,"17981.98",10125356,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.385262400790645,16.1305533308326
"136","Japan","JPN",2007,10,0.47,0,"17981.98",10125356,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.385262400790645,16.1305533308326
"137","Japan","JPN",2007,11,14.6,0,"17981.98",273504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,2.74727091425549,12.5190715259657
"138","Japan","JPN",2007,12,0.02,0,"17981.98",110304934,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.0198026272961797,18.5187592157709
"139","Japan","JPN",2007,12,0.02,0,"17981.98",110304934,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.0198026272961797,18.5187592157709
"140","Japan","JPN",2007,12,0.02,0,"17981.98",110304934,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.0198026272961797,18.5187592157709
"141","Japan","JPN",2007,12,0.02,0,"17981.98",110304934,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.0198026272961797,18.5187592157709
"142","Japan","JPN",2007,12,0.02,0,"17981.98",110304934,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.0198026272961797,18.5187592157709
"143","Japan","JPN",2007,12,0.02,0,"17981.98",110304934,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.0198026272961797,18.5187592157709
"144","Japan","JPN",2007,12,0.02,0,"17981.98",110304934,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.0198026272961797,18.5187592157709
"145","Japan","JPN",2007,12,0.02,0,"17981.98",110304934,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.0198026272961797,18.5187592157709
"146","Japan","JPN",2007,12,0.02,0,"17981.98",110304934,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.0198026272961797,18.5187592157709
"147","Japan","JPN",2007,12,0.02,0,"17981.98",110304934,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.0198026272961797,18.5187592157709
"148","Japan","JPN",2007,15,0.38,0,"17981.98",19090641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1384848867803,0.322083499169113,16.7647087729276
