,Year,Country.Code,Commodity.Code,Animal.health,Consumer.information,Cost.saving,Food.safety,Harmonization,Labelling,Lower.barriers.to.trade,National.security.requirements,Not.specified,Other,Plant.protection,Prevention.of.deceptive.practices.and.consumer.protection,Protect.humans.from.animal.plant.pest.or.disease,Protect.territory.from.other.damage.from.pests,Protection.of.animal.or.plant.life.or.health,Protection.of.Human.health.or.Safety,Protection.of.the.environment,Quality.requirements,Trade.Value..US..,gdp_d,gdp_o,comrelig,gatt_d,gatt_o,eu_d,Origin,distw,ln_gdp_o,ln_gdp_d,ln_trade,ln_dist,contig,ln_Tariff
77,2007,ARM,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13132600,9206301696.0,1366824058880.0,0.0,1.0,1.0,0.0,BRA,11270.8848338432,27.9435109593739,22.943154053475105,16.390608246477598,9.32997811627161,0,0.0
78,2007,ARM,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13132600,9206301696.0,1366824058880.0,0.0,1.0,1.0,0.0,BRA,11270.8848338432,27.9435109593739,22.943154053475105,16.390608246477598,9.32997811627161,0,0.0
79,2007,AUS,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27180,853441183744.0,1366824058880.0,0.26929000000000003,1.0,1.0,0.0,BRA,14046.748148935701,27.9435109593739,27.472542464965702,10.2102366877051,9.550146199499231,0,0.0
80,2007,AUS,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,149983,853441183744.0,1366824058880.0,0.26929000000000003,1.0,1.0,0.0,BRA,14046.748148935701,27.9435109593739,27.472542464965702,11.918277233322401,9.550146199499231,0,0.0
81,2007,AUS,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,149983,853441183744.0,1366824058880.0,0.26929000000000003,1.0,1.0,0.0,BRA,14046.748148935701,27.9435109593739,27.472542464965702,11.918277233322401,9.550146199499231,0,0.0
82,2007,AUS,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,149983,853441183744.0,1366824058880.0,0.26929000000000003,1.0,1.0,0.0,BRA,14046.748148935701,27.9435109593739,27.472542464965702,11.918277233322401,9.550146199499231,0,0.0
83,2007,AUS,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,864526,853441183744.0,1366824058880.0,0.26929000000000003,1.0,1.0,0.0,BRA,14046.748148935701,27.9435109593739,27.472542464965702,13.6699366588412,9.550146199499231,0,0.0
86,2007,AUS,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864526,853441183744.0,1366824058880.0,0.26929000000000003,1.0,1.0,0.0,BRA,14046.748148935701,27.9435109593739,27.472542464965702,13.6699366588412,9.550146199499231,0,0.0
87,2007,AUS,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864526,853441183744.0,1366824058880.0,0.26929000000000003,1.0,1.0,0.0,BRA,14046.748148935701,27.9435109593739,27.472542464965702,13.6699366588412,9.550146199499231,0,0.0
125,2007,CAN,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,638964,1457872830464.0,1366824058880.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,27.9435109593739,28.007999523807,13.3676033937445,9.042949136134661,0,1.0116009116784799
126,2007,CAN,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638964,1457872830464.0,1366824058880.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,27.9435109593739,28.007999523807,13.3676033937445,9.042949136134661,0,0.0
131,2007,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,638964,1457872830464.0,1366824058880.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,27.9435109593739,28.007999523807,13.3676033937445,9.042949136134661,0,0.0
135,2007,CHE,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11623564,477421404160.0,1366824058880.0,0.480867,1.0,1.0,0.0,BRA,8969.54928228302,27.9435109593739,26.8916653847016,16.2685449749259,9.101590706553289,0,0.0
136,2007,CHE,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17716,477421404160.0,1366824058880.0,0.480867,1.0,1.0,0.0,BRA,8969.54928228302,27.9435109593739,26.8916653847016,9.782223465043089,9.101590706553289,0,0.0
141,2007,CHL,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19316177,173006274560.0,1366824058880.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,27.9435109593739,25.8765936999194,16.776453489321497,8.06968650739411,0,1.9459101490553101
142,2007,CHL,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,223928,173006274560.0,1366824058880.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,27.9435109593739,25.8765936999194,12.3190798505965,8.06968650739411,0,1.9459101490553101
143,2007,CHL,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1848901,173006274560.0,1366824058880.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,27.9435109593739,25.8765936999194,14.4301019664804,8.06968650739411,0,1.9459101490553101
144,2007,CHL,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2663,173006274560.0,1366824058880.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,27.9435109593739,25.8765936999194,7.88720858581393,8.06968650739411,0,1.9459101490553101
149,2007,CHL,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2663,173006274560.0,1366824058880.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,27.9435109593739,25.8765936999194,7.88720858581393,8.06968650739411,0,0.0
150,2007,CHL,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2663,173006274560.0,1366824058880.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,27.9435109593739,25.8765936999194,7.88720858581393,8.06968650739411,0,0.0
151,2007,CHL,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2663,173006274560.0,1366824058880.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,27.9435109593739,25.8765936999194,7.88720858581393,8.06968650739411,0,0.0
153,2007,CHL,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2663,173006274560.0,1366824058880.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,27.9435109593739,25.8765936999194,7.88720858581393,8.06968650739411,0,0.0
154,2007,CHL,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2663,173006274560.0,1366824058880.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,27.9435109593739,25.8765936999194,7.88720858581393,8.06968650739411,0,0.0
155,2007,CHN,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2663,3494056034304.0,1366824058880.0,2.4e-05,1.0,1.0,0.0,BRA,17235.7780349487,27.9435109593739,28.882084364805497,7.88720858581393,9.7547426206619,0,0.0
156,2007,COL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,841616,207520153600.0,1366824058880.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,27.9435109593739,26.058494297683897,13.643079132191698,8.36773537742442,1,1.79175946922805
157,2007,COL,2,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,841616,207520153600.0,1366824058880.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,27.9435109593739,26.058494297683897,13.643079132191698,8.36773537742442,1,0.0
158,2007,COL,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,437887,207520153600.0,1366824058880.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,27.9435109593739,26.058494297683897,12.9897161652056,8.36773537742442,1,2.98770010185673
159,2007,COL,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,131,207520153600.0,1366824058880.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,27.9435109593739,26.058494297683897,4.87519732320115,8.36773537742442,1,1.79175946922805
160,2007,COL,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,207520153600.0,1366824058880.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,27.9435109593739,26.058494297683897,4.87519732320115,8.36773537742442,1,0.0
161,2007,COL,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,207520153600.0,1366824058880.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,27.9435109593739,26.058494297683897,4.87519732320115,8.36773537742442,1,0.0
162,2007,COL,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,207520153600.0,1366824058880.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,27.9435109593739,26.058494297683897,4.87519732320115,8.36773537742442,1,0.0
163,2007,COL,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,207520153600.0,1366824058880.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,27.9435109593739,26.058494297683897,4.87519732320115,8.36773537742442,1,0.0
164,2007,COL,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,207520153600.0,1366824058880.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,27.9435109593739,26.058494297683897,4.87519732320115,8.36773537742442,1,0.0
172,2007,COL,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,207520153600.0,1366824058880.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,27.9435109593739,26.058494297683897,4.87519732320115,8.36773537742442,1,0.0
174,2007,CRI,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,2.30258509299405
175,2007,CRI,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
178,2007,CRI,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
180,2007,EEC,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
181,2007,EEC,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
182,2007,EEC,7,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
183,2007,EEC,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
184,2007,EEC,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
186,2007,EEC,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
187,2007,EEC,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
223,2007,EEC,10,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
224,2007,EEC,10,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
225,2007,EEC,10,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
226,2007,EEC,10,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
227,2007,EEC,10,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
228,2007,EEC,10,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
229,2007,EEC,10,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
230,2007,EEC,10,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
231,2007,EEC,12,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
232,2007,EEC,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
233,2007,EEC,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
234,2007,EEC,12,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
235,2007,EEC,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
236,2007,EEC,15,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
237,2007,EEC,15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
244,2007,EEC,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
245,2007,EEC,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
246,2007,EEC,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
267,2007,EEC,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1200,26321999872.0,1366824058880.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,27.9435109593739,23.9936709234957,7.090076835776089,8.58829031959729,0,0.0
269,2007,HKG,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1200,211597410304.0,1366824058880.0,0.072367005,1.0,1.0,0.0,BRA,17662.0911719543,27.9435109593739,26.0779512982167,7.090076835776089,9.779175880055641,0,0.0
272,2007,HND,2,3,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,53129,12275490816.0,1366824058880.0,0.84216505,1.0,1.0,0.0,BRA,5985.35380560112,27.9435109593739,23.2308704948378,10.880478197509902,8.69707073163349,0,0.0
273,2007,HND,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53129,12275490816.0,1366824058880.0,0.84216505,1.0,1.0,0.0,BRA,5985.35380560112,27.9435109593739,23.2308704948378,10.880478197509902,8.69707073163349,0,0.0
274,2007,HND,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,293955,12275490816.0,1366824058880.0,0.84216505,1.0,1.0,0.0,BRA,5985.35380560112,27.9435109593739,23.2308704948378,12.5911819733813,8.69707073163349,0,0.0
