"","Year","Country.Code","Commodity.Code","Animal health","Consumer information","Cost saving","Food safety","Harmonization","Labelling","Lower barriers to trade","National security requirements","Not specified","Other","Plant protection","Prevention of deceptive practices and consumer protection","Protect humans from animal/plant pest or disease","Protect territory from other damage from pests","Protection of animal or plant life or health","Protection of Human health or Safety","Protection of the environment","Quality requirements"
"101",2007,"BRA",402,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",2007,"BRA",403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",2007,"BRA",511,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",2007,"BRA",803,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"105",2007,"BRA",806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"106",2007,"BRA",1005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"107",2007,"BRA",1006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",2007,"BRA",1201,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"109",2007,"BRA",1202,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
"110",2007,"BRA",1214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"111",2007,"BRA",7133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",2007,"BRA",40640,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",2007,"BRA",51110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",2007,"BRA",60220,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"115",2007,"BRA",60290,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
"116",2007,"BRA",70310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"117",2007,"BRA",70700,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
"118",2007,"BRA",70990,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
"119",2007,"BRA",80450,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"120",2007,"BRA",80550,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"121",2007,"BRA",80711,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
"122",2007,"BRA",80810,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"123",2007,"BRA",81050,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
"124",2007,"BRA",100610,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"125",2007,"BRA",120922,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"126",2007,"CAN",6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"127",2007,"CAN",102,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",2007,"CAN",201,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",2007,"CAN",602,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"130",2007,"CAN",603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"131",2007,"CAN",604,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"132",2007,"CAN",1214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"133",2007,"CAN",2309,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",2007,"CAN",3101,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",2007,"CAN",81040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"136",2007,"CHE",9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"137",2007,"CHE",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",2007,"CHE",401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",2007,"CHE",406,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",2007,"CHE",2102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",2007,"CHE",7123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",2007,"CHL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",2007,"CHL",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"144",2007,"CHL",12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"145",2007,"CHL",14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"146",2007,"CHL",601,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"147",2007,"CHL",705,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"148",2007,"CHL",712,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"149",2007,"CHL",901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"150",2007,"CHL",1006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"151",2007,"CHL",1206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"152",2007,"CHL",1211,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"153",2007,"CHL",60290,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"154",2007,"CHL",120991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"155",2007,"CHL",121110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"156",2007,"CHN",1101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",2007,"COL",1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"158",2007,"COL",2,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"159",2007,"COL",4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"160",2007,"COL",6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"161",2007,"COL",101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162",2007,"COL",102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",2007,"COL",103,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",2007,"COL",104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165",2007,"COL",105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",2007,"COL",201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",2007,"COL",203,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168",2007,"COL",207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",2007,"COL",301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170",2007,"COL",404,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"171",2007,"COL",407,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172",2007,"COL",511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",2007,"COL",1063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",2007,"COL",20630,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",2007,"CRI",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"176",2007,"CRI",3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"177",2007,"CRI",302,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"178",2007,"CRI",705,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"179",2007,"CRI",1006,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"180",2007,"CRI",71333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"181",2007,"EEC",4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"182",2007,"EEC",6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"183",2007,"EEC",7,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"184",2007,"EEC",8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"185",2007,"EEC",12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"186",2007,"EEC",23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"187",2007,"EEC",105,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",2007,"EEC",106,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",2007,"EEC",201,4,0,0,8,0,0,0,0,0,0,7,0,2,0,0,0,0,0
"190",2007,"EEC",202,3,0,0,8,0,0,0,0,0,0,7,0,2,0,0,0,0,0
"191",2007,"EEC",203,2,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"192",2007,"EEC",204,4,0,0,8,0,0,0,0,0,0,7,0,2,0,0,0,0,0
"193",2007,"EEC",205,2,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"194",2007,"EEC",206,3,0,0,8,0,0,0,0,0,0,7,0,2,0,0,0,0,0
"195",2007,"EEC",207,2,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"196",2007,"EEC",208,4,0,0,10,0,0,0,0,0,0,7,0,1,0,0,0,0,0
"197",2007,"EEC",209,1,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"198",2007,"EEC",210,4,0,0,9,0,0,0,0,0,0,7,0,3,0,0,0,0,0
"199",2007,"EEC",401,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"200",2007,"EEC",402,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"201",2007,"EEC",403,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"202",2007,"EEC",404,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"203",2007,"EEC",405,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"204",2007,"EEC",407,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"205",2007,"EEC",408,1,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"206",2007,"EEC",504,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"207",2007,"EEC",505,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"208",2007,"EEC",506,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"209",2007,"EEC",511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",2007,"EEC",602,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
"211",2007,"EEC",701,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"212",2007,"EEC",703,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",2007,"EEC",709,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"214",2007,"EEC",710,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"215",2007,"EEC",713,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"216",2007,"EEC",801,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"217",2007,"EEC",802,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"218",2007,"EEC",803,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"219",2007,"EEC",805,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"220",2007,"EEC",808,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"221",2007,"EEC",809,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"222",2007,"EEC",810,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"223",2007,"EEC",902,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"224",2007,"EEC",1001,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"225",2007,"EEC",1002,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"226",2007,"EEC",1003,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"227",2007,"EEC",1004,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"228",2007,"EEC",1005,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"229",2007,"EEC",1006,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"230",2007,"EEC",1007,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"231",2007,"EEC",1008,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"232",2007,"EEC",1201,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"233",2007,"EEC",1205,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"234",2007,"EEC",1206,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235",2007,"EEC",1207,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"236",2007,"EEC",1210,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"237",2007,"EEC",1502,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"238",2007,"EEC",1521,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"239",2007,"EEC",1601,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"240",2007,"EEC",1602,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"241",2007,"EEC",2309,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"242",2007,"EEC",3002,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"243",2007,"EEC",4101,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"244",2007,"EEC",4205,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"245",2007,"EEC",10519,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246",2007,"EEC",10599,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",2007,"EEC",10690,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248",2007,"EEC",20890,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",2007,"EEC",70390,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"250",2007,"EEC",70420,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"251",2007,"EEC",70511,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"252",2007,"EEC",70519,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"253",2007,"EEC",70521,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"254",2007,"EEC",70610,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"255",2007,"EEC",70690,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"256",2007,"EEC",70820,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",2007,"EEC",70940,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"258",2007,"EEC",80450,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"259",2007,"EEC",80720,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"260",2007,"EEC",80810,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261",2007,"EEC",80910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262",2007,"EEC",80930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263",2007,"EEC",81020,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"264",2007,"EEC",81030,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"265",2007,"EEC",81040,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"266",2007,"EEC",81120,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"267",2007,"EEC",90411,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"268",2007,"EEC",120999,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"269",2007,"EGY",70110,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"270",2007,"HKG",105,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"271",2007,"HKG",207,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"272",2007,"HKG",407,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"273",2007,"HND",2,3,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0
"274",2007,"HND",3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275",2007,"HND",4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"276",2007,"HND",6,1,0,0,1,0,0,0,0,0,0,4,0,1,4,0,0,0,0
