ReporterIS03,NTMCode,NTMDescription,Sector,NTM Coverage ratio,NTM Frequency ratio,NTM affected product - count,Duty free NTM Frequency ratio,Duty free NTM coverage ratio,NTM affected duty free imports %,Duty free product count,Duty free imports,NTM affected trade,Duty free total products - count,NTM partial coverage,Traded products - total,Duty free imports - total,Total Trade
AFG,A150,Registration requirements for importers,Chemicals,1.08,1.28,6,0,,,0,,9253.81,5,0,470,574.48,855960.83
AFG,A310,Labelling requirements,Chemicals,1.08,1.28,6,0,,,0,,9253.81,5,0,470,574.48,855960.83
AFG,A810,Product registration requirement,Chemicals,1.08,1.28,6,0,,,0,,9253.81,5,0,470,574.48,855960.83
AFG,ALL,ALL MEASURES,Chemicals,64.84,12.34,58,0,,,0,,555033.96,5,29,470,574.48,855960.83
AFG,B,Technical barriers to trade,Chemicals,61.17,7.45,35,0,,,0,,523586.79,5,28,470,574.48,855960.83
AFG,B110,Prohibition for TBT reasons,Chemicals,0,0.21,1,0,,,0,,28.76,5,0,470,574.48,855960.83
AFG,B140,Authorization requirement for TBT reasons,Chemicals,61.17,7.23,34,0,,,0,,523558.03,5,28,470,574.48,855960.83
AFG,B150,Registration requirement for importers for TBT reasons,Chemicals,59.74,5.96,28,0,,,0,,511310.27,5,28,470,574.48,855960.83
AFG,B310,Labelling requirements,Chemicals,59.74,5.96,28,0,,,0,,511310.27,5,28,470,574.48,855960.83
AFG,B420,TBT regulations on transport and storage,Chemicals,59.74,5.96,28,0,,,0,,511310.27,5,28,470,574.48,855960.83
AFG,B810,Product registration requirement,Chemicals,59.74,5.96,28,0,,,0,,511310.27,5,2,470,574.48,855960.83
AFG,B820,Testing requirement,Chemicals,59.74,5.96,28,0,,,0,,511310.27,5,28,470,574.48,855960.83
AFG,B830,Certification requirement,Chemicals,59.74,5.96,28,0,,,0,,511310.27,5,28,470,574.48,855960.83
AFG,E,"Licences, quotas, prohibitions and other quantity control measures",Chemicals,2.59,3.62,17,0,,,0,,22193.37,5,1,470,574.48,855960.83
AFG,E121,"Licensing for religious, moral or cultural reasons",Chemicals,2.59,3.4,16,0,,,0,,22161.76,5,0,470,574.48,855960.83
AFG,E211,Global allocation,Chemicals,0,0.21,1,0,,,0,,31.61,5,1,470,574.48,855960.83
AFG,E321,"Prohibition for religious, moral or cultural reasons",Chemicals,2.59,3.4,16,0,,,0,,22161.76,5,0,470,574.48,855960.83
AFG,J,Distribution restrictions,Chemicals,60.82,7.23,34,0,,,0,,520564.07,5,0,470,574.48,855960.83
AFG,J200,Restriction on resellers,Chemicals,60.82,7.23,34,0,,,0,,520564.07,5,0,470,574.48,855960.83
AFG,ALL,ALL MEASURES,Wood,14.99,9.44,17,,,,0,,47725.76,0,0,180,0,318339.4
AFG,E,"Licences, quotas, prohibitions and other quantity control measures",Wood,14.99,9.44,17,,,,0,,47725.76,0,0,180,0,318339.4
AFG,E121,"Licensing for religious, moral or cultural reasons",Wood,14.99,9.44,17,,,,0,,47725.76,0,0,180,0,318339.4
AFG,E321,"Prohibition for religious, moral or cultural reasons",Wood,14.99,9.44,17,,,,0,,47725.76,0,0,180,0,318339.4
AFG,P,Export related measures,Wood,33.15,3.41,3,,,,0,,1813.89,0,0,88,,5471.91
AFG,P110,Export Prohibition,Wood,33.15,3.41,3,,,,0,,1813.89,0,0,88,,5471.91
AFG,P,Export related measures,Stone and Glass,99.44,24.71,21,,,,0,,234528.02,0,0,85,,235840.94
AFG,P130,Licensing or permit requirements to export,Stone and Glass,99.44,24.71,21,,,,0,,234528.02,0,0,85,,235840.94
AFG,P,Export related measures,Metals,90.46,19.83,46,,,,0,,97014.47,0,0,232,,107249.09
AFG,P130,Licensing or permit requirements to export,Metals,90.46,19.83,46,,,,0,,97014.47,0,0,232,,107249.09
AFG,ALL,ALL MEASURES,Mach and Elec,5.73,7.53,54,,,,0,,229645.61,0,0,717,0,4010913.63
AFG,B,Technical barriers to trade,Mach and Elec,5.17,5.16,37,,,,0,,207284.74,0,0,717,0,4010913.63
AFG,B150,Registration requirement for importers for TBT reasons,Mach and Elec,0.02,0.14,1,,,,0,,828.55,0,0,717,0,4010913.63
AFG,B310,Labelling requirements,Mach and Elec,0.02,0.14,1,,,,0,,828.55,0,0,717,0,4010913.63
AFG,B420,TBT regulations on transport and storage,Mach and Elec,0.02,0.14,1,,,,0,,828.55,0,0,717,0,4010913.63
AFG,B820,Testing requirement,Mach and Elec,5.17,5.16,37,,,,0,,207284.74,0,0,717,0,4010913.63
AFG,E,"Licences, quotas, prohibitions and other quantity control measures",Mach and Elec,0.56,2.37,17,,,,0,,22360.87,0,0,717,0,4010913.63
AFG,E121,"Licensing for religious, moral or cultural reasons",Mach and Elec,0.53,2.09,15,,,,0,,21391.6,0,0,717,0,4010913.63
AFG,E321,"Prohibition for religious, moral or cultural reasons",Mach and Elec,0.02,0.28,2,,,,0,,969.28,0,0,717,0,4010913.63
AFG,P,Export related measures,Mach and Elec,0.28,1.21,5,,,,0,,138.81,0,5,412,,50130.38
AFG,P110,Export Prohibition,Mach and Elec,0.28,1.21,5,,,,0,,138.81,0,5,412,,50130.38
AFG,ALL,ALL MEASURES,Transportation,27.1,9.8,10,,,,0,,506344.61,0,10,102,0,1868374.03
AFG,B,Technical barriers to trade,Transportation,27.1,9.8,10,,,,0,,506344.61,0,10,102,0,1868374.03
AFG,B110,Prohibition for TBT reasons,Transportation,5.73,8.82,9,,,,0,,106985.61,0,9,102,0,1868374.03
AFG,B140,Authorization requirement for TBT reasons,Transportation,21.37,0.98,1,,,,0,,399359,0,1,102,0,1868374.03
AFG,ALL,ALL MEASURES,Miscellaneous,26.44,14.07,46,,,,0,,141427.01,0,0,327,0,534915.81
AFG,B,Technical barriers to trade,Miscellaneous,26.44,14.07,46,,,,0,,141427.01,0,0,327,0,534915.81
AFG,B140,Authorization requirement for TBT reasons,Miscellaneous,4.64,4.89,16,,,,0,,24808.66,0,0,327,0,534915.81
AFG,B150,Registration requirement for importers for TBT reasons,Miscellaneous,21.44,6.73,22,,,,0,,114711.62,0,0,327,0,534915.81
AFG,B310,Labelling requirements,Miscellaneous,21.44,6.73,22,,,,0,,114711.62,0,0,327,0,534915.81
AFG,B420,TBT regulations on transport and storage,Miscellaneous,21.44,6.73,22,,,,0,,114711.62,0,0,327,0,534915.81
AFG,B820,Testing requirement,Miscellaneous,21.8,9.17,30,,,,0,,116618.35,0,0,327,0,534915.81
AFG,A,Sanitary and phytosanitary measures,All sectors,4.63,6.46,252,,,,0,,705995.37,0,0,3901,616.57,15249096.31
AFG,A110,Temporary geographic prohibitions for SPS reasons,All sectors,0.97,1.36,53,,,,0,,147965.65,0,0,3901,616.57,15249096.31
AFG,A140,Special Authorization requirement for SPS reasons,All sectors,0.06,0.15,6,,,,0,,9253.81,0,0,3901,616.57,15249096.31
AFG,A150,Registration requirements for importers,All sectors,0.06,0.15,6,,,,0,,9253.81,0,0,3901,616.57,15249096.31
AFG,A310,Labelling requirements,All sectors,1.02,1.44,56,,,,0,,155490.51,0,0,3901,616.57,15249096.31
AFG,A810,Product registration requirement,All sectors,4.62,6.38,249,,,,0,,704266.41,0,0,3901,616.57,15249096.31
AFG,A820,Testing requirement,All sectors,4.56,6.23,243,,,,0,,695012.61,0,0,3901,616.57,15249096.31
AFG,A830,Certification requirement,All sectors,4.56,6.23,243,,,,0,,695012.61,0,0,3901,616.57,15249096.31
AFG,ALL,ALL MEASURES,All sectors,22.74,13.3,519,,,,0,,3467455.46,0,39,3901,616.57,15249096.31
AFG,B,Technical barriers to trade,All sectors,12.43,4.77,186,,,,0,,1895884.71,0,38,3901,616.57,15249096.31
AFG,B110,Prohibition for TBT reasons,All sectors,0.7,0.26,10,,,,0,,107014.37,0,9,3901,616.57,15249096.31
AFG,B140,Authorization requirement for TBT reasons,All sectors,6.21,1.31,51,,,,0,,947725.68,0,29,3901,616.57,15249096.31
AFG,B150,Registration requirement for importers for TBT reasons,All sectors,4.11,1.31,51,,,,0,,626850.44,0,28,3901,616.57,15249096.31
AFG,B310,Labelling requirements,All sectors,7.37,2.13,83,,,,0,,1123673.81,0,28,3901,616.57,15249096.31
AFG,B420,TBT regulations on transport and storage,All sectors,7.37,2.13,83,,,,0,,1123673.81,0,28,3901,616.57,15249096.31
AFG,B810,Product registration requirement,All sectors,3.35,0.72,28,,,,0,,511310.27,0,2,3901,616.57,15249096.31
AFG,B820,Testing requirement,All sectors,8.87,3.92,153,,,,0,,1352454.93,0,28,3901,616.57,15249096.31
AFG,B830,Certification requirement,All sectors,6.75,2.2,86,,,,0,,1028551.85,0,28,3901,616.57,15249096.31
AFG,C,Pre-shipment inspection and other formalities,All sectors,3.6,4.95,193,,,,0,,548775.91,0,0,3901,616.57,15249096.31
AFG,C300,Requirement to pass through specified port of customs,All sectors,3.6,4.95,193,,,,0,,548775.91,0,0,3901,616.57,15249096.31
AFG,E,"Licences, quotas, prohibitions and other quantity control measures",All sectors,5.24,8,312,,,,0,,799680.94,0,1,3901,616.57,15249096.31
AFG,E111,Licensing procedure with no specific ex-ante criteria,All sectors,3.6,4.95,193,,,,0,,548775.91,0,0,3901,616.57,15249096.31
AFG,E121,"Licensing for religious, moral or cultural reasons",All sectors,0.6,1.23,48,,,,0,,91279.12,0,0,3901,616.57,15249096.31
AFG,E211,Global allocation,All sectors,0,0.03,1,,,,0,,31.61,0,1,3901,616.57,15249096.31
AFG,E321,"Prohibition for religious, moral or cultural reasons",All sectors,1.5,2.64,103,,,,0,,229481.83,0,0,3901,616.57,15249096.31
AFG,F,"Charges, taxes and other para-tariff measures",All sectors,5.02,0.21,8,,,,0,,765325.72,0,0,3901,616.57,15249096.31
AFG,F800,Decreed Customs Valuations,All sectors,5.02,0.21,8,,,,0,,765325.72,0,0,3901,616.57,15249096.31
AFG,J,Distribution restrictions,All sectors,3.41,0.87,34,,,,0,,520564.07,0,0,3901,616.57,15249096.31
AFG,J200,Restriction on resellers,All sectors,3.41,0.87,34,,,,0,,520564.07,0,0,3901,616.57,15249096.31
AFG,P,Export related measures,All sectors,69.92,11.38,237,,,,0,,1343524.6,0,5,2083,,1921539.78
AFG,P110,Export Prohibition,All sectors,0.1,0.38,8,,,,0,,1952.7,0,5,2083,,1921539.78
AFG,P130,Licensing or permit requirements to export,All sectors,69.82,10.99,229,,,,0,,1341571.9,0,0,2083,,1921539.78
AFG,P610,Inspection requirement,All sectors,44.16,7.35,153,,,,0,,848478.42,0,0,2083,,1921539.78
ARE,A,Sanitary and phytosanitary measures,Animal,100,100,328,100,100,28.35,100,1195839.9,4218553.26,100,288,328,1195839.9,4218553.26
ARE,A110,Temporary geographic prohibitions for SPS reasons,Animal,0.2,14.94,49,20,0.45,0.13,20,5342.7,8298.54,100,0,328,1195839.9,4218553.26
ARE,A120,Geographical restrictions on eligibility,Animal,11.02,1.83,6,3,22.44,6.36,3,268314.02,465025.51,100,0,328,1195839.9,4218553.26
ARE,A130,Systems Approach,Animal,51.58,17.99,59,13,23.15,6.56,13,276814.03,2175999.64,100,27,328,1195839.9,4218553.26
ARE,A140,Special Authorization requirement for SPS reasons,Animal,70.61,52.13,171,45,65.89,18.68,45,787906.58,2978923.41,100,31,328,1195839.9,4218553.26
ARE,A150,Registration requirements for importers,Animal,29.07,36.28,119,36,63.92,18.12,36,764436.05,1226467.28,100,3,328,1195839.9,4218553.26
ARE,A190,Prohibitions/restrictions of importsfor SPS reasons n.e.s.,Animal,1.37,0.3,1,0,,,0,,57936.9,100,0,328,1195839.9,4218553.26
ARE,A210,Tolerance limits for residues of or contamination by certain (non-microbiological) substances,Animal,36.93,6.4,21,0,,,0,,1557783.34,100,21,328,1195839.9,4218553.26
ARE,A220,Restricted use of certain substances in foods and feeds and their contact materials,Animal,47.95,8.23,27,3,22.44,6.36,3,268314.02,2022808.85,100,27,328,1195839.9,4218553.26
ARE,A310,Labelling requirements,Animal,93.36,83.84,275,70,77.09,21.85,70,921859.24,3938270.04,100,275,328,1195839.9,4218553.26
ARE,A330,Packaging requirements,Animal,4.04,5.79,19,0,,,0,,170415.6,100,1,328,1195839.9,4218553.26
ARE,A410,Microbiological criteria of the final product,Animal,0,0.3,1,0,,,0,,40.35,100,0,328,1195839.9,4218553.26
ARE,A420,Hygienic practices during production,Animal,1.48,0.91,3,2,0.38,0.11,2,4593.61,62530.51,100,0,328,1195839.9,4218553.26
ARE,A510,Cold/heat treatment,Animal,36.93,6.71,22,0,,,0,,1557823.69,100,0,328,1195839.9,4218553.26
ARE,A530,Fumigation,Animal,1.37,0.3,1,0,,,0,,57936.9,100,0,328,1195839.9,4218553.26
ARE,A590,"Treatment for elimination of plant and animal pests and disease-causing organisms in the final product, n.e.s.",Animal,0.04,2.74,9,0,,,0,,1723.38,100,0,328,1195839.9,4218553.26
ARE,A620,Animal raising or catching processes,Animal,50.73,14.33,47,5,22.82,6.47,5,272907.63,2139881.16,100,6,328,1195839.9,4218553.26
ARE,A630,Food and feed processing,Animal,39.2,19.51,64,8,40.08,11.36,8,479315.71,1653616.54,100,35,328,1195839.9,4218553.26
ARE,A640,Storage and transport conditions,Animal,30.45,37.2,122,37,63.93,18.12,37,764459.38,1284445.48,100,86,328,1195839.9,4218553.26
ARE,A810,Product registration requirement,Animal,29.07,36.59,120,37,63.93,18.12,37,764459.38,1226490.61,100,4,328,1195839.9,4218553.26
ARE,A820,Testing requirement,Animal,99.96,99.7,327,99,99.86,28.31,99,1194219.1,4216932.46,100,277,328,1195839.9,4218553.26
ARE,A830,Certification requirement,Animal,100,100,328,100,100,28.35,100,1195839.9,4218553.26,100,287,328,1195839.9,4218553.26
ARE,A840,Inspection requirement,Animal,100,100,328,100,100,28.35,100,1195839.9,4218553.26,100,280,328,1195839.9,4218553.26
ARE,A851,Origin of materials and parts,Animal,99.96,99.7,327,99,99.86,28.31,99,1194219.1,4216932.46,100,275,328,1195839.9,4218553.26
ARE,A853,Distribution and location of products after delivery,Animal,93.36,83.84,275,70,77.09,21.85,70,921859.24,3938270.04,100,0,328,1195839.9,4218553.26
ARE,A859,"Traceability requirements, n.e.s.",Animal,3.63,9.76,32,10,0.71,0.2,10,8500.01,153190.79,100,0,328,1195839.9,4218553.26
ARE,A860,Quarantine requirement,Animal,99.96,99.7,327,99,99.86,28.31,99,1194219.1,4216932.46,100,1,328,1195839.9,4218553.26
ARE,ALL,ALL MEASURES,Animal,100,100,328,100,100,28.35,100,1195839.9,4218553.26,100,288,328,1195839.9,4218553.26
ARE,B,Technical barriers to trade,Animal,0.08,2.44,8,0,,,0,,3328.2,100,0,328,1195839.9,4218553.26
ARE,B110,Prohibition for TBT reasons,Animal,0.07,2.13,7,0,,,0,,2769.13,100,0,328,1195839.9,4218553.26
ARE,B140,Authorization requirement for TBT reasons,Animal,0.08,2.44,8,0,,,0,,3328.2,100,0,328,1195839.9,4218553.26
ARE,C,Pre-shipment inspection and other formalities,Animal,100,100,328,100,100,28.35,100,1195839.9,4218553.26,100,275,328,1195839.9,4218553.26
ARE,C100,Pre-shipment inspection,Animal,0.4,2.44,8,7,1.42,0.4,7,17009.82,17050.17,100,0,328,1195839.9,4218553.26
ARE,C300,Requirement to pass through specified port of customs,Animal,100,100,328,100,100,28.35,100,1195839.9,4218553.26,100,0,328,1195839.9,4218553.26
ARE,C400,Import monitoring and surveillance requirements and other automatic licensing measures,Animal,100,100,328,100,100,28.35,100,1195839.9,4218553.26,100,275,328,1195839.9,4218553.26
ARE,C900,"Other formalities, n.e.s.",Animal,36.93,6.4,21,0,,,0,,1557783.34,100,0,328,1195839.9,4218553.26
ARE,F,"Charges, taxes and other para-tariff measures",Animal,100,100,328,100,100,28.35,100,1195839.9,4218553.26,100,0,328,1195839.9,4218553.26
ARE,F610,"Custom inspection, processing and servicing fees",Animal,100,100,328,100,100,28.35,100,1195839.9,4218553.26,100,0,328,1195839.9,4218553.26
ARE,F620,Merchandise handling or storing fees,Animal,99.96,99.7,327,99,99.86,28.31,99,1194219.1,4216932.46,100,0,328,1195839.9,4218553.26
ARE,F650,Import licence fee,Animal,1.12,0.61,2,2,3.95,1.12,2,47184.79,47184.79,100,0,328,1195839.9,4218553.26
ARE,F690,Additional charges n.e.s.,Animal,1.76,7.93,26,7,0.47,0.13,7,5608.61,74302.77,100,0,328,1195839.9,4218553.26
ARE,H,Anti-competitive measures,Animal,0.07,2.13,7,0,,,0,,2769.13,100,0,328,1195839.9,4218553.26
ARE,H110,"State trading enterprises, for importing",Animal,0.07,2.13,7,0,,,0,,2769.13,100,0,328,1195839.9,4218553.26
ARE,P,Export related measures,Animal,100,100,294,,,,0,,989319.96,0,245,294,,989319.96
ARE,P120,Export quotas,Animal,23.4,76.53,225,,,,0,,231546.32,0,0,294,,989319.96
ARE,P130,Licensing or permit requirements to export,Animal,23.41,76.87,226,,,,0,,231567.3,0,0,294,,989319.96
ARE,P140,Export Registration requirements,Animal,23.4,76.53,225,,,,0,,231546.32,0,0,294,,989319.96
ARE,P210,"State trading enterprises, for exporting",Animal,0.17,2.04,6,,,,0,,1650.37,0,0,294,,989319.96
ARE,P290,"Other selective export channels, n.e.s.",Animal,14.12,49.32,145,,,,0,,139683.43,0,0,294,,989319.96
ARE,P400,Measures on Re-Export,Animal,23.4,76.53,225,,,,0,,231546.32,0,3,294,,989319.96
ARE,P500,Export taxes and charges,Animal,26,50,147,,,,0,,257216.93,0,0,294,,989319.96
ARE,P610,Inspection requirement,Animal,100,100,294,,,,0,,989319.96,0,242,294,,989319.96
ARE,P620,Certification required by the exporting country,Animal,100,100,294,,,,0,,989319.96,0,242,294,,989319.96
ARE,P900,Export measures n.e.s.,Animal,12.67,36.39,107,,,,0,,125360.53,0,0,294,,989319.96
ARE,A,Sanitary and phytosanitary measures,Vegetable,99.98,98.83,339,100,100,65.16,117,5282802.71,8105558.54,117,313,343,5282802.71,8106828.81
ARE,A140,Special Authorization requirement for SPS reasons,Vegetable,91.83,86.88,298,100,100,65.16,117,5282802.71,7444857.27,117,2,343,5282802.71,8106828.81
ARE,A150,Registration requirements for importers,Vegetable,0.8,3.79,13,4.27,0.1,0.07,5,5295.73,65109.88,117,0,343,5282802.71,8106828.81
ARE,A190,Prohibitions/restrictions of importsfor SPS reasons n.e.s.,Vegetable,91.83,86.3,296,100,100,65.16,117,5282802.71,7444454.96,117,8,343,5282802.71,8106828.81
ARE,A220,Restricted use of certain substances in foods and feeds and their contact materials,Vegetable,7.39,11.37,39,13.68,0.63,0.41,16,33035.86,598949.11,117,29,343,5282802.71,8106828.81
ARE,A310,Labelling requirements,Vegetable,99.15,92.42,317,96.58,99.93,65.12,113,5278954.46,8037941.73,117,304,343,5282802.71,8106828.81
ARE,A330,Packaging requirements,Vegetable,91.83,86.3,296,100,100,65.16,117,5282802.71,7444454.96,117,263,343,5282802.71,8106828.81
ARE,A590,"Treatment for elimination of plant and animal pests and disease-causing organisms in the final product, n.e.s.",Vegetable,91.83,86.3,296,100,100,65.16,117,5282802.71,7444454.96,117,263,343,5282802.71,8106828.81
ARE,A640,Storage and transport conditions,Vegetable,0.8,3.79,13,4.27,0.1,0.07,5,5295.73,65109.88,117,4,343,5282802.71,8106828.81
ARE,A810,Product registration requirement,Vegetable,0.8,3.79,13,4.27,0.1,0.07,5,5295.73,65109.88,117,0,343,5282802.71,8106828.81
ARE,A820,Testing requirement,Vegetable,91.89,89.21,306,100,100,65.16,117,5282802.71,7449593.39,117,273,343,5282802.71,8106828.81
ARE,A830,Certification requirement,Vegetable,91.9,92.71,318,100,100,65.16,117,5282802.71,7450226.27,117,272,343,5282802.71,8106828.81
ARE,A840,Inspection requirement,Vegetable,99.98,98.83,339,100,100,65.16,117,5282802.71,8105558.54,117,305,343,5282802.71,8106828.81
ARE,A851,Origin of materials and parts,Vegetable,0.06,2.92,10,0,,,0,,5138.44,117,10,343,5282802.71,8106828.81
ARE,A853,Distribution and location of products after delivery,Vegetable,99,89.5,307,88.89,99.7,64.97,104,5267029.29,8026008.08,117,0,343,5282802.71,8106828.81
ARE,A860,Quarantine requirement,Vegetable,91.89,89.21,306,100,100,65.16,117,5282802.71,7449593.39,117,2,343,5282802.71,8106828.81
ARE,ALL,ALL MEASURES,Vegetable,100,99.71,342,100,100,65.16,117,5282802.71,8106670.41,117,313,343,5282802.71,8106828.81
ARE,B,Technical barriers to trade,Vegetable,15.11,12.83,44,2.56,10.62,6.92,3,561082.9,1224595.44,117,0,343,5282802.71,8106828.81
ARE,B110,Prohibition for TBT reasons,Vegetable,6.97,12.24,42,0.85,0.24,0.16,1,12794.74,564942.67,117,0,343,5282802.71,8106828.81
ARE,B140,Authorization requirement for TBT reasons,Vegetable,8.39,12.24,42,0.85,0.32,0.21,1,16786.9,680299.44,117,0,343,5282802.71,8106828.81
ARE,B150,Registration requirement for importers for TBT reasons,Vegetable,6.92,0.87,3,2.56,10.62,6.92,3,561082.9,561082.9,117,0,343,5282802.71,8106828.81
ARE,B220,Restricted use of certain substances,Vegetable,6.92,0.87,3,2.56,10.62,6.92,3,561082.9,561082.9,117,0,343,5282802.71,8106828.81
ARE,B810,Product registration requirement,Vegetable,6.92,0.87,3,2.56,10.62,6.92,3,561082.9,561082.9,117,0,343,5282802.71,8106828.81
ARE,B820,Testing requirement,Vegetable,6.92,0.87,3,2.56,10.62,6.92,3,561082.9,561082.9,117,0,343,5282802.71,8106828.81
